"Дата","ID Кампании","Название кампании","Кампания","Площадка","Показы","Клики","Расход до НДС","Визиты"
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__accountant_240x400,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__accountant_300x300,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__accountant_320x100,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__accountant_990x140,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__lawyer_240x400,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__lawyer_300x300,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__lawyer_320x100,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33902_s_m_business_nbs_accounting_corporate_banner_buhsoft_ru__lawyer_990x140,buhsoft.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__accountant_240x400,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__accountant_300x300,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__accountant_320x100,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__accountant_990x140,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__lawyer_240x400,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__lawyer_300x300,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__lawyer_320x100,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33903_s_m_business_nbs_accounting_corporate_banner_rnk_ru__lawyer_990x140,rnk.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__accountant_240x400,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__accountant_300x300,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__accountant_320x100,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__accountant_990x140,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__lawyer_240x400,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__lawyer_300x300,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__lawyer_320x100,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33904_s_m_business_nbs_accounting_corporate_banner_zarplata-online_ru__lawyer_990x140,zarplata-online.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner_gazeta-unp_ru__accountant_240x400,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner_gazeta-unp_ru__accountant_300x300,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner_gazeta-unp_ru__accountant_320x100,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner_gazeta-unp_ru__lawyer_240x400,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner_gazeta-unp_ru__lawyer_300x300,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33905_s_m_business_nbs_accounting_corporate_banner_gazeta-unp_ru__lawyer_320x100,gazeta-unp.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__accountant_240x400,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__accountant_300x300,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__accountant_320x100,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__accountant_990x140,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__lawyer_240x400,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__lawyer_300x300,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__lawyer_320x100,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33906_s_m_business_nbs_accounting_corporate_banner_26-2_ru__lawyer_990x140,"26-2.ru",,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__accountant_240x400,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__accountant_300x300,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__accountant_320x100,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__accountant_990x140,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__lawyer_240x400,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__lawyer_300x300,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__lawyer_320x100,kom-dir.ru,,,,0
2025-05-11,1127723,Годовой performance. РКО 2025 (Медийка),rk1127723gr33907_s_m_business_nbs_accounting_corporate_banner_kom-dir_ru__lawyer_990x140,kom-dir.ru,,,,0
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_network_customaudience_rus,Яндекс.Директ,,,,1
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_network_dmp_rus,Яндекс.Директ,,,,1
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_network_remarketing_rus,Яндекс.Директ,12772,96,9080.339999999998,98
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_search_general_rus,Яндекс.Директ,108,3,1453.6799999999998,14
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_search_general_top_rus,Яндекс.Директ,110,8,3240.4900000000007,14
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_search_remarketing_dmp_1778_sp_rus,Яндекс.Директ,2,,,1
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_search_remarketing_dmp_1779_sp_rus,Яндекс.Директ,10,,,0
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_search_remarketing_dmp_1783_rus,Яндекс.Директ,1,,,0
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,business_development_corporate_perform_god_rk1138398gr29457_context_search_remarketing_rus,Яндекс.Директ,3,,,1
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,test_a_business_development_corporate_perform_god_rk1138398gr29457_context_search_general_rus,Яндекс.Директ,,,,0
2025-05-11,1138398,Годовая кампания. Самозанятые ИП 2025,test_business_development_corporate_perform_god_rk1138398gr29457_context_network_customaudience_rus,Яндекс.Директ,924,20,,13
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness_live_den_samazanatoy_corporate_perform_sp_202202044048_rk443264gr2489_soc_rs_rus_vkads,VK Реклама,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.samozanyatye_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.spec.den-samozanyatogo_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.spec.green-week_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.spec.ii-generator_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live.spec.samozanyatye_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_202202044048_rk443264gr2490_context_network_brand_main_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_202202044048_rk443264gr2490_context_network_general_sep_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_rk443264gr2490_context_network_general_feb_rus,Яндекс.Директ,,,,0
2025-05-11,1142692,Годовая кампания. Продвижение СберБизнес Live ММБ РКО_2025,sberbusiness.live_corporate_perform_god_rk443264gr2490_context_network_general_jan_rus,Яндекс.Директ,,,,0
2025-05-11,1143580,Годовой performance. Сбер Бизнес-старт 2025,start_corporate_perform_god_rk1143580gr29506_rs_lal_context_brand30d_rus_vkads_bank,VK Реклама,,,,0
2025-05-11,1143580,Годовой performance. Сбер Бизнес-старт 2025,start_corporate_perform_god_rk1143580gr29507_context_search_brand_rus,Яндекс.Директ,277,8,569.81,0
2025-05-11,1143580,Годовой performance. Сбер Бизнес-старт 2025,start_corporate_perform_god_rk1143580gr29507_context_search_general_rus,Яндекс.Директ,,,,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),s_m_business_transport_corporate_perform_god_rk1150669gr29676_rs_context_transport30d_vkads_rus,VK Реклама,883,10,240.8700065612793,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),s_m_business_transport_corporate_perform_god_rk1150669gr29676_rs_ret_transport30d_vkads_rus,VK Реклама,2216,74,400.0,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),s_m_business_transport_corporate_perform_god_rk1150669gr29676_rs_seg_dkk_1540_vkads_rus,VK Реклама,,,,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),s_m_business_transport_corporate_perform_god_rk1150669gr29676_rs_seg_dkk_1586_vkads_rus,VK Реклама,2969,32,400.0,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),s_m_business_transport_corporate_perform_god_rk1150669gr29676_rs_seg_dkk_1621_vkads_rus,VK Реклама,2920,35,384.1499938964844,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),s_m_business_transport_corporate_perform_god_rk1150669gr29676_rs_seg_dmp_1841_vkads_rus,VK Реклама,3230,45,393.5500030517578,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),businessapps_transport_corporate_perform_god_rk1150669gr29678_context_master_interes_rus,Яндекс.Директ,7120,369,9548.72,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),businessapps_transport_corporate_perform_god_rk1150669gr29678_context_network_general_rus,Яндекс.Директ,250,3,80.53,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),businessapps_transport_corporate_perform_god_rk1150669gr29678_context_search_general_rus,Яндекс.Директ,29,,,0
2025-05-11,1150669,Годовой Performance РКО + ОТР (Транспорт B2B),test_businessapps_transport_corporate_perform_god_rk1150669gr29678_context_network_general_rus,Яндекс.Директ,130,3,40.39,0
2025-05-11,1164013,Годовой Performance РКО + ОТР (Услуги B2C),s_m_business_services_corporate_perform_god_rk1164013gr29679_rs_context_services30d_vkads_rus,VK Реклама,4949,55,1400.0,0
2025-05-11,1164013,Годовой Performance РКО + ОТР (Услуги B2C),s_m_business_services_corporate_perform_god_rk1164013gr29679_rs_ret_services30d_vkads_rus,VK Реклама,7054,137,1000.0,0
2025-05-11,1164013,Годовой Performance РКО + ОТР (Услуги B2C),s_m_business_services_corporate_perform_god_rk1164013gr29679_rs_seg_dmp_1846_vkads_rus,VK Реклама,6706,45,1000.0,0
2025-05-11,1164013,Годовой Performance РКО + ОТР (Услуги B2C),businessapps_services_corporate_perform_god_rk1164013gr29681_context_search_general_rus,Яндекс.Директ,157,18,700.9599999999999,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29682_rs_ret_40sec_66scroll_short_vkads_rus,VK Реклама,1147,14,1000.0,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29682_rs_ret_businessapps30d_short_vkads_rus,VK Реклама,14710,354,1000.0,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29682_rs_seg_dkk_1622_short_vkads_rus,VK Реклама,6582,170,993.260009765625,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29682_rs_seg_dmp_1839_short_vkads_rus,VK Реклама,,,,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_mkb_rus,Яндекс.Директ,4,,,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_remarketing_ddk_rus,Яндекс.Директ,,,,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_remarketing_dkk_rus,Яндекс.Директ,,,,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_search_general_rus,Яндекс.Директ,,,,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_tk_autotarget_rus,Яндекс.Директ,488,19,1345.12,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),test_s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_network_general_rus,Яндекс.Директ,1,,,0
2025-05-11,1164065,Годовой Performance РКО + ОТР (eCom),test_s_m_business_ecom_corporate_perform_god_rk1164065gr29684_context_search_general_rus,Яндекс.Директ,,,,0
2025-05-11,1164124,Годовой Performance РКО + ОТР (Кафе B2C),s_m_business_horeca_corporate_perform_god_rk1164124gr29685_rs_context_horeca30d_vkads_rus,VK Реклама,6421,130,1049.9999694824219,0
2025-05-11,1164124,Годовой Performance РКО + ОТР (Кафе B2C),s_m_business_horeca_corporate_perform_god_rk1164124gr29685_rs_ret_horeca30d_vkads_rus,VK Реклама,5239,138,933.2699584960938,0
2025-05-11,1164124,Годовой Performance РКО + ОТР (Кафе B2C),s_m_business_horeca_corporate_perform_god_rk1164124gr29685_rs_seg_dmp1848_vkads_rus,VK Реклама,4778,40,1049.9999694824219,0
2025-05-11,1164124,Годовой Performance РКО + ОТР (Кафе B2C),businessapps_horeca_corporate_perform_god_rk1164124gr29687_context_search_general_rus,Яндекс.Директ,497,32,1451.5300000000002,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),s_m_business_realty_corporate_perform_god_rk1164175gr29688_rs_context_realty30d_vkads_rus,VK Реклама,1977,23,550.0,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),s_m_business_realty_corporate_perform_god_rk1164175gr29688_rs_seg_dkk_1545_vkads_rus,VK Реклама,,,,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),s_m_business_realty_corporate_perform_god_rk1164175gr29688_rs_seg_dkk_1554_vkads_rus,VK Реклама,,,,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),s_m_business_realty_corporate_perform_god_rk1164175gr29688_rs_seg_dkk_1589_vkads_rus,VK Реклама,4927,50,549.9999847412109,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),s_m_business_realty_corporate_perform_god_rk1164175gr29688_rs_seg_dkk_1620_vkads_rus,VK Реклама,3007,60,550.0000152587891,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),s_m_business_realty_corporate_perform_god_rk1164175gr29688_rs_seg_dmp_1840_vkads_rus,VK Реклама,4645,62,546.6100006103516,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),businessapps_realty_corporate_perform_god_rk1164175gr29690_context_network_general_rus,Яндекс.Директ,620,14,591.65,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),businessapps_realty_corporate_perform_god_rk1164175gr29690_context_search_general_rus,Яндекс.Директ,322,5,494.78,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),businessapps_realty_corporate_perform_god_rk1164175gr29690_context_search_master_interes_rus,Яндекс.Директ,1133,30,992.1999999999999,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),test_businessapps_realty_corporate_perform_god_rk1164175gr29690_context_network_general_rus,Яндекс.Директ,276,12,693.1000000000001,0
2025-05-11,1164175,Годовой Performance РКО + ОТР (Недвижимость B2B),test_businessapps_realty_corporate_perform_god_rk1164175gr29690_context_search_general_rus,Яндекс.Директ,246,5,758.9100000000001,0
2025-05-11,1164212,Годовой Performance РКО + ОТР (Продажи B2B),s_m_business_wholesale_corporate_perform_god_rk1164212gr29691_rs_context_wholesale30d_vkads_rus,VK Реклама,6289,228,999.9999694824219,0
2025-05-11,1164212,Годовой Performance РКО + ОТР (Продажи B2B),s_m_business_wholesale_corporate_perform_god_rk1164212gr29691_rs_ret_wholesale30d_vkads_rus,VK Реклама,4195,127,500.0,0
2025-05-11,1164212,Годовой Performance РКО + ОТР (Продажи B2B),businessapps_wholesale_corporate_perform_god_rk1164212gr29693_context_network_general_rus,Яндекс.Директ,1658,12,775.58,0
2025-05-11,1164212,Годовой Performance РКО + ОТР (Продажи B2B),businessapps_wholesale_corporate_perform_god_rk1164212gr29693_context_search_general_rus,Яндекс.Директ,481,14,3781.41,0
2025-05-11,1164212,Годовой Performance РКО + ОТР (Продажи B2B),test_businessapps_wholesale_corporate_perform_god_rk1164212gr29693_context_network_general_rus,Яндекс.Директ,683,6,126.97,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_context_retail7d_vkads_rus,VK Реклама,5705,101,400.00001525878906,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_ret_businessapps30d_vkads_rus,VK Реклама,3098,109,400.0,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_seg_dkk_1546_vkads_rus,VK Реклама,2473,35,393.70001220703125,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_seg_dkk_1548_vkads_rus,VK Реклама,3078,33,381.7899932861328,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_seg_dkk_1579_vkads_rus,VK Реклама,3022,39,400.00001525878906,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_seg_dkk_1588_vkads_rus,VK Реклама,2844,43,400.0,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_seg_dkk_1618_vkads_rus,VK Реклама,2752,49,400.00001525878906,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),s_m_business_retail_corporate_perform_god_rk1164244gr29694_rs_seg_dmp_1847_vkads_rus,VK Реклама,3056,61,400.0,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),a_test_businessapps_trade_perform_god_rk1164244gr29696_context_network_general_rus,Яндекс.Директ,,,,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),businessapps_trade_perform_god_rk1164244gr29696_context_search_general_rus,Яндекс.Директ,2084,283,8548.78,0
2025-05-11,1164244,Годовой Performance РКО + ОТР (Торговля B2C),businessapps_trade_perform_god_rk1164244gr29696_context_tk_autotarget_rus,Яндекс.Директ,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open-accounts_corporate_perform_god_20220100016_rk436516gr2234_context_network_keyword_offline_rus_yxprrko,Яндекс.Директ,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_god_20220100016_rk436516gr2813_rs_seg_803_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1341_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1419_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1421_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1509_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1555_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1575_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1576_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1584_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1592_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_goal_seg_1619_dkk_vkads_ru,VK Реклама,,,,0
2025-05-11,1168183,Годовой performance. РКО 2025.,open_accounts_corporate_perform_god_20220100016_rk436516gr2813_rs_ret_40sec_66scroll_vkads_ru,VK Реклама,,,,0
2025-05-11,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33038_s_m_business_open-accounts_easy-business_corporate_olv,GPMD,,,,0
2025-05-11,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33039_s_m_business_open-accounts_easy-business_corporate_olv,GPMD,,,,0
2025-05-11,1265763,"ФРК1. Продвижение акции «До 100 000 бонусов Программы лояльности «СберБизнес Спасибо» молодым предпринимателям, март-июнь 2025",rk1265763gr33040_s_m_business_open-accounts_easy-business_corporate_olv,GPMD,,,,0
